fight_id,P1_id,P2_id,P1_name,P2_name,date,location,rounds_planned,P1_W,P1_L,P1_D,P2_W,P2_L,P2_D,P1_6W,P1_6L,P1_6D,P2_6W,P2_6L,P2_6D,P1_bdate,P1_stance,P1_height,P1_reach,P1_country,P2_bdate,P2_stance,P2_height,P2_reach,P2_country,P1_outcome,rounds_happened,time,referee,judge1,judge2,judge3,judge1_score,judge2_score,judge3_score,comments,P2_outcome,outcome_type,rounds_planned.1,lon,lat
12658,2169,1371,Dana Roston,Gabriel Ruelas,2/27/90,"Country Club, Reseda, California",10,19,0,0,19,0,0,6,0,0,6,0,0,4/20/62,0,0,0,USA,7/23/70,orthodox,170,175,Mexico,L,3,2:31,0,0,0,0,0,0,0,0,L,KO,10,-118.5360517,34.2011141
4296,23137,1666,Daniel Garcia,Fred Hernandez,8/4/89,"Mexicali, Baja California",0,8,2,0,8,2,0,5,1,0,5,1,0,,0,0,0,USA,8/13/68,orthodox,0,0,Mexico,L,6,0,0,0,0,0,0,0,0,0,L,KO,0,-115.4522623,32.6245389
4307,23137,1061,Daniel Garcia,Hugo Anguiano,9/24/87,"Irvine, California",6,4,4,0,4,4,0,3,3,0,3,3,0,,0,0,0,USA,1/23/62,0,0,0,Mexico,W,6,0,0,0,0,0,0,0,0,0,W,UD,6,-117.7946942,33.6839473
4300,23137,1061,Daniel Garcia,Hugo Anguiano,12/8/88,"Hollywood, California",10,7,8,0,7,8,0,3,3,0,3,3,0,,0,0,0,USA,1/23/62,0,0,0,Mexico,L,10,0,0,0,0,0,0,0,0,0,L,UD,10,-118.3286614,34.0928092
4308,23137,1021,Daniel Garcia,Robert Lewis,8/25/87,"Country Club, Reseda, California",6,6,5,3,6,5,3,3,3,0,3,3,0,,0,0,0,USA,11/4/62,0,0,0,USA,W,6,0,0,0,0,0,0,0,0,Garcia deducted a point for low blows.,W,SD,6,-118.5360517,34.2011141
4302,23137,1802,Daniel Garcia,Jorge Rodriguez,8/30/88,"Country Club, Reseda, California",8,4,9,1,4,9,1,1,5,0,1,5,0,,0,0,0,USA,12/31/66,0,0,0,USA,W,8,0,Kenny Davis,Danny Millsap,Hal Rickards,Dick Young,76-74,77-73,77-73,0,W,UD,8,-118.5360517,34.2011141
4303,23137,3025,Daniel Garcia,Edward Rodriquez,7/9/88,"Civic Auditorium, Stockton, California",8,13,4,0,13,4,0,3,3,0,3,3,0,,0,0,0,USA,2/21/66,southpaw,177,0,USA,W,8,0,0,0,0,0,0,0,0,0,W,UD,8,-121.2907796,37.9577016
13510,19903,1347,Daniel Lujan,Paris Alexander,11/18/95,"Monterey, California",0,18,9,3,18,9,3,3,2,1,3,2,1,6/24/72,0,175,173,USA,8/15/64,0,0,0,USA,L,2,0,0,0,0,0,0,0,0,0,L,KO,0,-121.8946761,36.6002378
17433,42602,607,Danny Chavez,Hector Camacho,11/7/95,"Mountaineer Casino Racetrack and Resort, Chester, West Virginia",10,55,3,0,55,3,0,6,0,0,6,0,0,1/22/66,0,0,0,USA,5/24/62,southpaw,169,175,Puerto Rico,L,10,0,Dave Johnson,Tony DiCarria,Lou Torgio,0,90-100,90-100,0,0,L,UD,10,-80.5628478,40.6131203
17443,42602,3150,Danny Chavez,Kelly Koble,10/30/92,"Civic Auditorium, Santa Cruz, California",10,13,7,1,13,7,1,2,4,0,2,4,0,1/22/66,0,0,0,USA,1/10/60,0,0,0,USA,W,7,2:35,Dave Nelson,0,0,0,0,0,0,0,W,TKO,10,-122.0307963,36.9741171
15296,25734,468,Danny Romero,Jorge Paez,10/15/93,"Nogales, Veracruz",0,47,6,4,47,6,4,4,2,0,4,2,0,,0,0,0,0,10/27/65,orthodox,165,173,Mexico,L,1,0,0,0,0,0,0,0,0,0,L,KO,0,-97.1536046,18.8303072
8616,5222,489,Darryl Tyson,Freddie Pendleton,4/29/95,"US Air Arena, Landover, Maryland",12,37,20,4,37,20,4,3,3,0,3,3,0,10/17/60,0,170,0,USA,1/5/63,orthodox,173,183,USA,L,10,2:41,Leo Schumacher,0,0,0,0,0,0,0,L,TKO,12,-76.8966397,38.9340002
8629,5222,1279,Darryl Tyson,Lupe Suarez,8/16/91,"Charleston, South Carolina",10,28,3,1,28,3,1,4,1,1,4,1,1,10/17/60,0,170,0,USA,10/29/60,orthodox,0,0,USA,W,10,0,Harry Hitopolus,0,0,0,0,0,0,0,W,UD,10,-79.9310512,32.7764749
8633,5222,2092,Darryl Tyson,Jaime Balboa,7/24/90,"San Antonio, Texas",12,42,11,0,42,11,0,2,4,0,2,4,0,10/17/60,0,170,0,USA,1/4/62,orthodox,0,0,Mexico,W,12,0,0,0,0,0,0,0,0,Balboa down in the 11th round.,W,SD,12,-98.4936282,29.4241219
8622,5222,1547,Darryl Tyson,Rafael Ruelas,7/17/93,"Caesars Palace, Las Vegas, Nevada",10,36,1,0,36,1,0,6,0,0,6,0,0,10/17/60,0,170,0,USA,4/26/71,orthodox,180,180,USA,L,10,0,Vic Drakulich,Paul Smith,Cindy Bartin,Dave Moretti,90-100,92-98,90-100,0,L,UD,10,-115.1737189,36.1173213
20944,11433,1680,David Armstrong,Benito Rodriguez,9/22/01,"Casino Magic, Bay Saint Louis, Mississippi",12,34,34,4,34,34,4,2,2,2,2,2,2,9/2/70,0,0,0,USA,5/7/66,orthodox,0,0,Mexico,W,7,2:19,0,0,0,0,0,0,0,NBA Lightweight Title,W,KO,12,-89.3300461,30.3088076
10962,5264,828,David Santos,Lee Cargle,12/2/93,"Coliseum, Saint Petersburg, Florida",8,31,37,1,31,37,1,1,5,0,1,5,0,2/16/71,orthodox,175,173,USA,5/18/62,0,170,0,USA,W,3,1:34,0,0,0,0,0,0,0,0,W,KO,8,-82.6267345,27.7518284
10961,5264,1102,David Santos,Jeff Hanna,2/25/94,"Coliseum, Saint Petersburg, Florida",10,21,28,2,21,28,2,1,5,0,1,5,0,2/16/71,orthodox,175,173,USA,8/23/59,orthodox,0,0,USA,W,2,0,0,0,0,0,0,0,0,0,W,TKO,10,-82.6267345,27.7518284
10960,5264,1168,David Santos,Jerome Coffee,4/29/94,"Coliseum, Saint Petersburg, Florida",0,35,11,1,35,11,1,1,5,0,1,5,0,2/16/71,orthodox,175,173,USA,3/16/58,orthodox,169,168,USA,W,8,2:41,0,0,0,0,0,0,0,0,W,TKO,0,-82.6267345,27.7518284
13809,19266,352,DeMarcus Corley,Floyd Mayweather Jr,5/22/04,"Boardwalk Hall, Atlantic City, New Jersey",12,31,0,0,31,0,0,6,0,0,6,0,0,6/3/74,southpaw,170,178,USA,2/24/77,orthodox,173,183,USA,L,12,0,Benjy Esteves Jr.,Melvina Lathan,Gale E. Van Hoy,William Boodhoo,107-119,108-118,108-119,"WBC Light Welterweight Title Eliminator,Corley down in 8th and 10th.",L,UD,12,-74.4229266,39.3642834
19189,8509,1155,Dennis Holbaek Pedersen,Mauricio Aceves,11/15/96,"Naestved Hallen, Naestved",6,26,15,1,26,15,1,0,6,0,0,6,0,6/24/74,0,173,173,Denmark,12/18/60,southpaw,0,0,Mexico,W,5,0,0,0,0,0,0,0,0,0,W,KO,6,11.8682272,55.1784323
19180,8509,1347,Dennis Holbaek Pedersen,Paris Alexander,12/5/97,"Aalborg Hallen, Aalborg",8,22,13,3,22,13,3,3,3,0,3,3,0,6/24/74,0,173,173,Denmark,8/15/64,0,0,0,USA,W,8,0,Freddy Rafn,Svend-Erik Knudsen,Jess Andreasen,Poul Gaardbo,79-75,80-72,80-72,0,W,UD,8,9.921747,57.0488195
19175,8509,657,Dennis Holbaek Pedersen,Tom Johnson,9/4/98,"Kolding Hallen, Kolding",12,46,4,2,46,4,2,3,2,1,3,2,1,6/24/74,0,173,173,Denmark,7/15/64,orthodox,166,177,USA,W,12,0,Elmo Adolph,Andre Van Grootenbruel,Jess Andreasen,Erkki Meronen,117-112,118-110,118-112,IBC Super Featherweight title,W,UD,12,9.4709065,55.5269666
6994,57178,1838,Denzil Surall,Richard Garcia,10/27/89,"High Sierra Hotel, Las Vegas, Nevada",6,2,7,0,2,7,0,1,5,0,1,5,0,,0,0,0,USA,2/13/64,0,0,0,USA,L,2,2:53,0,Herb Santos,Lillian Runningwolf,Keith MacDonald,10-Sep,9-Oct,9-Oct,0,L,TKO,6,-115.1398296,36.1699412
7000,57178,2131,Denzil Surall,Lupe Gutierrez,10/15/86,"Turlock, California",0,12,1,0,12,1,0,6,0,0,6,0,0,,0,0,0,USA,12/13/63,orthodox,168,0,USA,L,2,0,0,0,0,0,0,0,0,0,L,KO,0,-120.8465941,37.4946568
9249,3472,2092,Derrell Coley,Jaime Balboa,9/20/94,"Washington, District of Columbia",12,60,15,0,60,15,0,5,1,0,5,1,0,5/23/70,orthodox,180,191,USA,1/4/62,orthodox,0,0,Mexico,D,12,0,0,0,0,0,0,0,0,0,D,PTS,12,-77.0368707,38.9071923
9246,3472,2148,Derrell Coley,Oba Carr,8/12/95,"MGM Grand, Las Vegas, Nevada",12,35,1,0,35,1,0,5,1,0,5,1,0,5/23/70,orthodox,180,191,USA,5/11/72,orthodox,176,183,USA,L,12,0,Kenny Bayless,Dick Cole,Duane Ford,Chuck Giampa,114-115,113-115,116-114,0,L,SD,12,-115.1723452,36.1035315
2690,40619,2102,Dino Garza,Javier Macias,12/8/87,"Country Club, Reseda, California",4,3,3,0,3,3,0,3,3,0,3,3,0,,0,0,0,USA,,0,0,0,USA,L,2,2:16,Lou Moret,0,0,0,0,0,0,0,L,KO,4,-118.5360517,34.2011141
2693,40619,2102,Dino Garza,Javier Macias,4/28/87,"Country Club, Reseda, California",4,1,1,0,1,1,0,1,1,0,1,1,0,,0,0,0,USA,,0,0,0,USA,W,2,2:16,Kenny Davis,0,0,0,0,0,0,0,W,KO,4,-118.5360517,34.2011141
12880,1299,1357,Ditau Paul Molefyane,Aaron Zarate,12/3/94,"Village Green, Durban, KwaZulu-Natal",12,23,3,1,23,3,1,5,0,1,5,0,1,1/6/65,orthodox,175,0,South Africa,10/15/69,0,183,182,Mexico,L,6,0,Clive Jackson,0,0,0,0,0,0,Stopped on injuries,L,RTD,12,30.925571,-29.880537
12890,1299,3207,Ditau Paul Molefyane,Bobby Brewer,5/5/91,"Nasrec Indoor Arena, Johannesburg, Gauteng",10,12,4,0,12,4,0,5,1,0,5,1,0,1/6/65,orthodox,175,0,South Africa,2/10/64,orthodox,173,173,USA,W,6,0,Alfred Buqwana,0,0,0,0,0,0,0,W,TKO,10,28.0473051,-26.2041028
12885,1299,3280,Ditau Paul Molefyane,Ben Lopez,9/3/92,"San Bernardino, California",10,19,9,0,19,9,0,4,2,0,4,2,0,1/6/65,orthodox,175,0,South Africa,11/11/61,orthodox,178,0,USA,W,6,0,0,0,0,0,0,0,0,0,W,KO,10,-117.2897652,34.1083449
12886,1299,1371,Ditau Paul Molefyane,Gabriel Ruelas,6/27/92,"Country Club, Reseda, California",10,30,1,0,30,1,0,6,0,0,6,0,0,1/6/65,orthodox,175,0,South Africa,7/23/70,orthodox,170,175,Mexico,L,10,0,0,Rudy Jordan,Lou Moret,Pat Russell,94-96,94-96,95-95,0,L,MD,10,-118.5360517,34.2011141
12887,1299,509,Ditau Paul Molefyane,Tony Lopez,11/15/91,"Arco Arena, Sacramento, California",10,37,3,1,37,3,1,4,1,1,4,1,1,1/6/65,orthodox,175,0,South Africa,2/24/63,orthodox,168,183,USA,L,8,2:41,0,0,0,0,0,0,0,0,L,TKO,10,-121.5180614,38.649062
15317,5456,468,Dominick Monaco,Jorge Paez,11/20/93,"Morelia, Michoacan de Ocampo",0,49,6,4,49,6,4,5,1,0,5,1,0,5/23/51,orthodox,0,0,Italy,10/27/65,orthodox,165,173,Mexico,L,5,0,0,0,0,0,0,0,0,0,L,TKO,0,-101.1949825,19.7059504
5358,1773,578,Ed Pollard,Calvin Grove,9/21/89,"Atlantic City, New Jersey",10,36,2,0,36,2,0,4,2,0,4,2,0,9/26/62,southpaw,0,0,Barbados,8/5/62,orthodox,170,0,USA,L,10,0,0,0,0,0,0,0,0,0,L,UD,10,-74.4229266,39.3642834
5338,1773,489,Ed Pollard,Freddie Pendleton,12/4/93,"Jai Alai Fronton, Miami, Florida",8,35,17,4,35,17,4,5,0,1,5,0,1,9/26/62,southpaw,0,0,Barbados,1/5/63,orthodox,173,183,USA,W,4,0,Eddie Eckert,0,0,0,0,0,0,0,W,DQ,8,-80.1917902,25.7616798
5361,1773,511,Ed Pollard,Genaro Hernandez,5/15/89,"Great Western Forum, Inglewood, California",10,16,0,0,16,0,0,6,0,0,6,0,0,9/26/62,southpaw,0,0,Barbados,5/10/66,orthodox,180,183,USA,L,10,0,0,0,0,0,0,0,0,0,L,UD,10,-118.3531311,33.9616801
7212,5490,657,Eddie Croft,Tom Johnson,5/28/95,"Convention Center, South Padre Island, Texas",12,39,2,1,39,2,1,6,0,0,6,0,0,7/24/69,orthodox,0,0,USA,7/15/64,orthodox,166,177,USA,L,12,0,Rafael Ramos,Joseph Pasquale,Dr Ruben M Garcia,Gary Merritt,109-119,108-120,109-119,0,L,UD,12,-97.1681257,26.1118401
7219,5490,1168,Eddie Croft,Jerome Coffee,7/16/93,"San Mateo, California",12,35,8,1,35,8,1,3,3,0,3,3,0,7/24/69,orthodox,0,0,USA,3/16/58,orthodox,169,168,USA,W,12,0,0,0,0,0,0,0,0,0,W,PTS,12,-122.3255254,37.5629917
7222,5490,1646,Eddie Croft,Jorge Fuentes Martinez,2/19/93,"San Mateo, California",0,14,6,0,14,6,0,2,4,0,2,4,0,7/24/69,orthodox,0,0,USA,2/24/68,0,0,0,Mexico,W,6,0,0,0,0,0,0,0,0,0,W,TKO,0,-122.3255254,37.5629917
7382,1571,988,Eddie Hopson,Troy Dorsey,10/27/94,"Washington, District of Columbia",12,13,8,4,13,8,4,1,5,0,1,5,0,6/30/71,southpaw,163,157,USA,11/19/62,0,0,0,USA,W,12,0,0,0,0,0,0,0,0,0,W,UD,12,-77.0368707,38.9071923
7400,1571,3326,Eddie Hopson,Gerald Shelton,4/25/90,"Triton College, River Grove, Illinois",6,2,13,1,2,13,1,0,6,0,0,6,0,6/30/71,southpaw,163,157,USA,7/9/66,0,0,0,USA,W,6,0,Timothy Adams,0,0,0,0,0,0,0,W,UD,6,-87.8439247,41.9155977
7380,1571,453,Eddie Hopson,Tracy Harris Patterson,7/9/95,"Reno-Sparks Convention Center, Reno, Nevada",12,52,3,1,52,3,1,5,1,0,5,1,0,6/30/71,southpaw,163,157,USA,12/26/64,orthodox,166,171,USA,L,2,1:37,Mills Lane,Keith MacDonald,Steve Weisfeld,Tom McDonough,10-Sep,10-Sep,10-Sep,Hopson down 4 times in the 2nd round,L,TKO,12,-119.8138027,39.5296329
7405,1571,1838,Eddie Hopson,Richard Garcia,6/18/89,"Caesars Tahoe, Outdoor Arena, Stateline, Nevada",6,2,6,0,2,6,0,1,5,0,1,5,0,6/30/71,southpaw,163,157,USA,2/13/64,0,0,0,USA,W,1,3:00,Norm Budden,Herb Santos,Lillian Runningwolf,Keith MacDonald,0,0,0,"Per Commission report, Hopson won at the end of 1st rd. (three knockdown rule.)",W,TKO,6,-119.9399029,38.9624079
7092,674,774,Edel Geronimo,Allan Makitoki,11/16/84,"Araneta Coliseum, Barangay Cubao, Quezon City, Metro Manila",10,25,6,1,25,6,1,4,2,0,4,2,0,4/13/63,0,0,0,Philippines,8/6/62,0,0,0,Philippines,W,10,0,0,0,0,0,0,0,0,0,W,SD,10,121.0533043,14.6206333
7057,674,1618,Edel Geronimo,Kennedy McKinney,3/17/91,"Bally's Las Vegas, Las Vegas, Nevada",8,14,0,1,14,0,1,6,0,0,6,0,0,4/13/63,0,0,0,Philippines,1/10/66,orthodox,170,173,USA,L,5,2:21,Toby Gibson,0,0,0,0,0,0,0,L,TKO,8,-115.1684201,36.1140322
7056,674,2622,Edel Geronimo,Cesar Zulueta,7/26/94,"Sheraton Waikiki Hotel, Honolulu, Hawaii",8,11,23,2,11,23,2,0,6,0,0,6,0,4/13/63,0,0,0,Philippines,9/3/59,0,0,0,USA,W,2,0:52,0,0,0,0,0,0,0,0,W,TKO,8,-157.8583333,21.3069444
7059,674,2622,Edel Geronimo,Cesar Zulueta,6/14/90,"Honolulu, Hawaii",10,11,14,2,11,14,2,3,2,1,3,2,1,4/13/63,0,0,0,Philippines,9/3/59,0,0,0,USA,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-157.8583333,21.3069444
2406,5347,2148,Eduardo Jacques,Oba Carr,7/2/94,"Mirage Hotel & Casino, Las Vegas, Nevada",10,30,0,0,30,0,0,6,0,0,6,0,0,,orthodox,175,183,Mexico,5/11/72,orthodox,176,183,USA,L,8,0,0,0,0,0,0,0,0,0,L,KO,10,104.0439239,30.679704
2410,5347,1371,Eduardo Jacques,Gabriel Ruelas,1/21/94,"Foxwoods Resort, Mashantucket, Connecticut",10,35,2,0,35,2,0,5,1,0,5,1,0,,orthodox,175,183,Mexico,7/23/70,orthodox,170,175,Mexico,L,7,2:10,0,0,0,0,0,0,0,0,L,KO,10,-73.087749,41.6032207
3566,5764,483,Eduardo Montes,Hector Lizarraga,9/22/95,"Spotlight 29 Casino, Coachella, California",0,29,8,5,29,8,5,6,0,0,6,0,0,11/25/73,0,0,0,Mexico,9/1/66,orthodox,0,0,Mexico,L,3,0,0,0,0,0,0,0,0,0,L,KO,0,-116.173894,33.6803003
12747,4023,727,Eduardo Montoya,Alejandro Mayorga,12/18/87,"Mexicali, Baja California",10,3,9,0,3,9,0,1,5,0,1,5,0,11/20/60,orthodox,0,0,Mexico,,0,0,0,Mexico,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-115.4522623,32.6245389
12748,4023,1117,Eduardo Montoya,Marco Antonio Santos,12/4/87,"Mexicali, Baja California",0,0,4,0,0,4,0,0,4,0,0,4,0,11/20/60,orthodox,0,0,Mexico,,0,0,0,Mexico,W,1,0,0,0,0,0,0,0,0,0,W,KO,0,-115.4522623,32.6245389
12737,4023,2351,Eduardo Montoya,Javier Marquez,6/2/89,"Mexicali, Baja California",12,37,7,3,37,7,3,4,2,0,4,2,0,11/20/60,orthodox,0,0,Mexico,8/24/62,southpaw,166,0,Mexico,W,12,0,0,0,0,0,0,0,0,0,W,UD,12,-115.4522623,32.6245389
12739,4023,2351,Eduardo Montoya,Javier Marquez,1/13/89,"Mexicali, Baja California",12,37,6,3,37,6,3,5,1,0,5,1,0,11/20/60,orthodox,0,0,Mexico,8/24/62,southpaw,166,0,Mexico,W,10,0,0,0,0,0,0,0,0,0,W,TKO,12,-115.4522623,32.6245389
12732,4023,1371,Eduardo Montoya,Gabriel Ruelas,6/25/91,"Country Club, Reseda, California",10,22,1,0,22,1,0,5,1,0,5,1,0,11/20/60,orthodox,0,0,Mexico,7/23/70,orthodox,170,175,Mexico,L,1,0,0,0,0,0,0,0,0,0,L,KO,10,-118.5360517,34.2011141
7888,4538,634,Eduardo Perez,Bruno Rabanales,4/3/92,"Poza Rica, Veracruz",12,28,14,6,28,14,6,4,0,2,4,0,2,10/10/68,orthodox,0,0,Mexico,11/9/58,orthodox,0,0,Mexico,W,12,0,0,0,0,0,0,0,0,0,W,PTS,12,-97.4629119,20.5270592
7887,4538,468,Eduardo Perez,Jorge Paez,5/29/92,"Mexicali, Baja California",10,40,4,4,40,4,4,4,1,1,4,1,1,10/10/68,orthodox,0,0,Mexico,10/27/65,orthodox,165,173,Mexico,L,10,0,0,0,0,0,0,0,0,0,L,PTS,10,-115.4522623,32.6245389
7889,4538,634,Eduardo Perez,Bruno Rabanales,11/22/91,"Mexicali, Baja California",12,28,14,5,28,14,5,4,1,1,4,1,1,10/10/68,orthodox,0,0,Mexico,11/9/58,orthodox,0,0,Mexico,D,12,0,0,0,0,0,0,0,0,0,D,PTS,12,-115.4522623,32.6245389
7890,4538,2875,Eduardo Perez,Adriano Arreola,5/17/91,"Mexicali, Baja California",0,34,17,0,34,17,0,1,5,0,1,5,0,10/10/68,orthodox,0,0,Mexico,2/14/62,0,0,0,USA,W,2,0,0,0,0,0,0,0,0,0,W,TKO,0,-115.4522623,32.6245389
7883,4538,2131,Eduardo Perez,Lupe Gutierrez,2/26/94,"San Jose State Events Center, San Jose, California",4,27,7,0,27,7,0,2,4,0,2,4,0,10/10/68,orthodox,0,0,Mexico,12/13/63,orthodox,168,0,USA,W,2,0,0,0,0,0,0,0,0,0,W,TKO,4,-121.8863286,37.3382082
84,45903,1347,Edward Crespo,Paris Alexander,3/8/86,"Cathedral Hill Hotel, San Francisco, California",4,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,USA,8/15/64,0,0,0,USA,L,4,0,0,0,0,0,0,0,0,0,L,PTS,4,-122.4047,37.7818
1999,3696,1299,Edward Parker,Ditau Paul Molefyane,9/29/91,"Nasrec Indoor Arena, Johannesburg, Gauteng",10,22,4,0,22,4,0,5,1,0,5,1,0,9/28/65,orthodox,0,0,USA,1/6/65,orthodox,175,0,South Africa,L,10,0,0,Wally Snowball,Clement Martin,Alfred Buqwana,93-99,96-97,96-96,0,L,MD,10,28.0473051,-26.2041028
1998,3696,2493,Edward Parker,Jorge Ramirez,11/20/91,"Hermosillo, Sonora",0,58,6,3,58,6,3,4,1,1,4,1,1,9/28/65,orthodox,0,0,USA,1/23/65,orthodox,0,0,Mexico,L,6,0,0,0,0,0,0,0,0,0,L,KO,0,-110.9559192,29.0729673
2003,3696,503,Edward Parker,Manuel Medina,12/6/90,"Great Western Forum, Inglewood, California",10,37,3,0,37,3,0,6,0,0,6,0,0,9/28/65,orthodox,0,0,USA,3/30/71,orthodox,173,178,Mexico,L,10,0,0,0,0,0,0,0,0,0,L,MD,10,-118.3531311,33.9616801
1995,3696,541,Edward Parker,Louie Espinoza,7/13/92,"Great Western Forum, Inglewood, California",0,44,5,2,44,5,2,5,1,0,5,1,0,9/28/65,orthodox,0,0,USA,5/12/62,orthodox,173,0,USA,L,4,0,0,0,0,0,0,0,0,0,L,KO,0,-118.3531311,33.9616801
2008,3696,3422,Edward Parker,Abe Gomez,1/8/90,"Great Western Forum, Inglewood, California",12,15,3,1,15,3,1,4,1,1,4,1,1,9/28/65,orthodox,0,0,USA,,0,0,0,USA,W,12,0,0,0,0,0,0,0,0,WBA Americas Featherweight Title,W,UD,12,-118.3531311,33.9616801
2818,3025,3091,Edward Rodriquez,Alex Madrid,4/29/86,"Country Club, Reseda, California",10,10,2,1,10,2,1,4,2,0,4,2,0,2/21/66,southpaw,177,0,USA,11/21/61,0,0,0,USA,W,4,0,0,0,0,0,0,0,0,0,W,TKO,10,-118.5360517,34.2011141
2816,3025,402,Edward Rodriquez,Carlos Zarate,11/21/86,"Civic Auditorium, San Jose, California",10,60,2,0,60,2,0,6,0,0,6,0,0,2/21/66,southpaw,177,0,USA,5/23/51,orthodox,173,170,Mexico,L,3,0,0,0,0,0,0,0,0,0,L,TKO,10,-121.8863286,37.3382082
2823,3025,483,Edward Rodriquez,Hector Lizarraga,9/13/85,"San Jose, California",6,1,0,1,1,0,1,1,0,1,1,0,1,2/21/66,southpaw,177,0,USA,9/1/66,orthodox,0,0,Mexico,W,6,0,0,0,0,0,0,0,0,0,W,PTS,6,-121.8863286,37.3382082
2825,3025,1274,Edward Rodriquez,Ruben Macklis,4/25/85,"San Jose, California",6,0,0,0,0,0,0,0,0,0,0,0,0,2/21/66,southpaw,177,0,USA,,0,0,0,USA,W,6,0,0,0,0,0,0,0,0,0,W,PTS,6,-121.8863286,37.3382082
2815,3025,1347,Edward Rodriquez,Paris Alexander,5/20/88,"Concourse Exhibit Hall, San Francisco, California",8,10,1,0,10,1,0,5,1,0,5,1,0,2/21/66,southpaw,177,0,USA,8/15/64,0,0,0,USA,L,8,0,0,0,0,0,0,0,0,0,L,PTS,8,-122.4194155,37.7749295
65,15540,1347,Efren Hinojosa,Paris Alexander,6/9/00,"Feather Falls Casino, Oroville, California",8,22,16,3,22,16,3,1,5,0,1,5,0,1/20/72,orthodox,175,175,Mexico,8/15/64,0,0,0,USA,W,5,0,0,0,0,0,0,0,0,0,W,TKO,8,-121.556359,39.5137752
14286,2844,468,Efren Tineo,Jorge Paez,11/16/84,"San Luis Colorado, Guanajuato",0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Mexico,10/27/65,orthodox,165,173,Mexico,L,3,0,0,0,0,0,0,0,0,0,L,TKO,0,-114.8031869,32.4628185
14285,2844,468,Efren Tineo,Jorge Paez,11/1/85,"Mexicali, Baja California",0,4,1,1,4,1,1,4,1,1,4,1,1,,0,0,0,Mexico,10/27/65,orthodox,165,173,Mexico,L,1,0,0,0,0,0,0,0,0,0,L,KO,0,-115.4522623,32.6245389
6056,65927,666,Eloy Montano,Roberto Cantu,6/24/88,"Caesars Palace, Sports Pavilion, Las Vegas, Nevada",4,9,9,3,9,9,3,2,4,0,2,4,0,,0,0,0,USA,2/24/60,0,0,0,USA,W,4,0,0,0,0,0,0,0,0,0,W,UD,4,-115.1398296,36.1699412
14538,1110,1166,Elpidio Infante,Carlos Linares,10/19/84,"Acapulco, Guerrero",10,16,8,0,16,8,0,3,3,0,3,3,0,2/9/61,0,0,0,Mexico,,0,0,0,Mexico,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-99.8236533,16.8531086
14530,1110,468,Elpidio Infante,Jorge Paez,2/5/88,"Mexicali, Baja California",10,20,2,1,20,2,1,6,0,0,6,0,0,2/9/61,0,0,0,Mexico,10/27/65,orthodox,165,173,Mexico,L,7,0,0,0,0,0,0,0,0,0,L,RTD,10,-115.4522623,32.6245389
1228,45905,1347,Emigdio Solano,Paris Alexander,9/12/86,"Stanislaus County Fairgrounds, Turlock, California",4,2,0,0,2,0,0,2,0,0,2,0,0,,0,0,0,0,8/15/64,0,0,0,USA,L,4,0,0,0,0,0,0,0,0,0,L,PTS,4,-120.8465941,37.4946568
1268,57170,2131,Enrique Castillo,Lupe Gutierrez,2/21/85,"San Jose, California",5,1,0,0,1,0,0,1,0,0,1,0,0,,0,0,0,USA,12/13/63,orthodox,168,0,USA,L,5,0,0,0,0,0,0,0,0,0,L,PTS,5,-121.8863286,37.3382082
1267,57170,766,Enrique Castillo,Frank Fazio,3/21/85,"Marin Civic Center, San Rafael, California",6,5,0,0,5,0,0,5,0,0,5,0,0,,0,0,0,USA,11/16/63,0,0,0,USA,L,6,0,0,0,0,0,0,0,0,0,L,UD,6,-122.534164,38.00052
15283,5333,2951,Erick Madrid,Nery Reyes,3/20/85,"Riviera Hotel & Casino, SuperStar Center, Las Vegas, Nevada",10,2,2,0,2,2,0,2,2,0,2,2,0,1/26/62,0,0,0,USA,,0,0,0,USA,L,4,2:30,Davey Pearl,0,0,0,0,0,0,0,L,TKO,10,113.536349,22.186402
15280,5333,2951,Erick Madrid,Nery Reyes,7/25/86,"Universal Sheraton Hotel, Universal City, California",10,3,5,0,3,5,0,2,4,0,2,4,0,1/26/62,0,0,0,USA,,0,0,0,USA,L,4,0:24,Lou Moret,0,0,0,0,0,0,Madrid down twice in the 2nd round and stopped after a third knockdown of the fight.,L,TKO,10,-118.3505779,34.1397694
15273,5333,468,Erick Madrid,Jorge Paez,9/13/93,"Great Western Forum, Inglewood, California",10,46,6,4,46,6,4,4,2,0,4,2,0,1/26/62,0,0,0,USA,10/27/65,orthodox,165,173,Mexico,L,4,0,0,0,0,0,0,0,0,0,L,TKO,10,-118.3531311,33.9616801
15281,5333,2951,Erick Madrid,Nery Reyes,2/4/86,"Country Club, Reseda, California",10,3,3,0,3,3,0,3,3,0,3,3,0,1/26/62,0,0,0,USA,,0,0,0,USA,W,10,0,Rudy Jordan,Patrick Connolly,Vince Delgado,0,97-93,96-93,0,Reyes down in 1st,W,UD,10,-118.5360517,34.2011141
