fight_id,P1_id,P2_id,P1_name,P2_name,date,location,rounds_planned,P1_W,P1_L,P1_D,P2_W,P2_L,P2_D,P1_6W,P1_6L,P1_6D,P2_6W,P2_6L,P2_6D,P1_bdate,P1_stance,P1_height,P1_reach,P1_country,P2_bdate,P2_stance,P2_height,P2_reach,P2_country,P1_outcome,rounds_happened,time,referee,judge1,judge2,judge3,judge1_score,judge2_score,judge3_score,comments,P2_outcome,outcome_type,rounds_planned.1,lon,lat
13901,468,988,Jorge Paez,Troy Dorsey,7/8/90,"Hilton Hotel, Las Vegas, Nevada",12,11,3,2,11,3,2,4,1,1,4,1,1,10/27/65,orthodox,165,173,Mexico,11/19/62,0,0,0,USA,D,12,0,Richard Steele,Jerry Roth,Dalby Shirley,Keith MacDonald,115-113,112-116,114-114,0,D,SD,12,-115.1398296,36.1699412
13903,468,988,Jorge Paez,Troy Dorsey,2/4/90,"Las Vegas Hilton, Las Vegas, Nevada",12,10,2,2,10,2,2,5,0,1,5,0,1,10/27/65,orthodox,165,173,Mexico,11/19/62,0,0,0,USA,W,12,0,Carlos Padilla,Robert Byrd,Juan Jose Ramirez,Dave Moretti,114-113,114-113,113-115,0,W,SD,12,-115.152222,36.1369156
13885,468,489,Jorge Paez,Freddie Pendleton,7/17/93,"Caesars Palace, Las Vegas, Nevada",12,34,17,4,34,17,4,5,0,1,5,0,1,10/27/65,orthodox,165,173,Mexico,1/5/63,orthodox,173,183,USA,L,12,0,Joe Cortez,Bill Graham,Juan Jose Ramirez,Stuart Winston,111-116,111-116,110-116,Paez was knocked down in the 4th round.,L,UD,12,-115.1737189,36.1173213
13910,468,578,Jorge Paez,Calvin Grove,3/30/89,"Plaza de Toros Calafia, Mexicali, Baja California",12,35,1,0,35,1,0,5,1,0,5,1,0,10/27/65,orthodox,165,173,Mexico,8/5/62,orthodox,170,0,USA,W,11,1:02,Robert Ferrara,Juan Jose Ramirez,Patricia Morse Jarman,Richard F. Murry,97-92,97-92,96-92,0,W,TKO,12,-115.4448992,32.6368569
13912,468,578,Jorge Paez,Calvin Grove,8/4/88,"Plaza de Toros Calafia, Mexicali, Baja California",15,34,0,0,34,0,0,6,0,0,6,0,0,10/27/65,orthodox,165,173,Mexico,8/5/62,orthodox,170,0,USA,W,15,0,Al Rothenberg,Jim Traylor,Dave McCullough,Robert Gonzalez,142-142,143-140,142-140,Grove knocked down three times in the 15th round,W,MD,15,-115.4448992,32.6368569
13924,468,1117,Jorge Paez,Marco Antonio Santos,3/20/87,"Plaza de Toros Calafia, Mexicali, Baja California",0,0,3,0,0,3,0,0,3,0,0,3,0,10/27/65,orthodox,165,173,Mexico,,0,0,0,Mexico,W,5,0,0,0,0,0,0,0,0,0,W,KO,0,-115.4448992,32.6368569
13899,468,2351,Jorge Paez,Javier Marquez,1/6/91,"Plaza de Toros Calafia, Mexicali, Baja California",0,41,9,3,41,9,3,4,2,0,4,2,0,10/27/65,orthodox,165,173,Mexico,8/24/62,southpaw,166,0,Mexico,W,3,0,0,0,0,0,0,0,0,0,W,TKO,0,-115.4448992,32.6368569
13932,468,469,Jorge Paez,Martin Moreno,6/27/86,"Mexicali, Baja California",0,0,1,0,0,1,0,0,1,0,0,1,0,10/27/65,orthodox,165,173,Mexico,,0,0,0,Mexico,W,6,0,0,0,0,0,0,0,0,0,W,KO,0,-115.4522623,32.6245389
13929,468,625,Jorge Paez,Carlos Galan,10/3/86,"Mexicali, Baja California",10,0,0,0,0,0,0,0,0,0,0,0,0,10/27/65,orthodox,165,173,Mexico,,0,0,0,0,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-115.4522623,32.6245389
13928,468,699,Jorge Paez,Noe Gonzalez,12/6/86,"Mexicali, Baja California",0,8,5,2,8,5,2,1,4,1,1,4,1,10/27/65,orthodox,165,173,Mexico,,0,0,0,0,W,4,0,0,0,0,0,0,0,0,0,W,KO,0,-115.4522623,32.6245389
13925,468,727,Jorge Paez,Alejandro Mayorga,3/1/87,"Mexicali, Baja California",10,3,8,0,3,8,0,1,5,0,1,5,0,10/27/65,orthodox,165,173,Mexico,,0,0,0,Mexico,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-115.4522623,32.6245389
13927,468,727,Jorge Paez,Alejandro Mayorga,1/1/87,"Mexicali, Baja California",10,3,6,0,3,6,0,2,4,0,2,4,0,10/27/65,orthodox,165,173,Mexico,,0,0,0,Mexico,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-115.4522623,32.6245389
13922,468,873,Jorge Paez,Arnel Arrozal,5/22/87,"Mexicali, Baja California",0,23,28,3,23,28,3,0,6,0,0,6,0,10/27/65,orthodox,165,173,Mexico,9/4/57,southpaw,0,0,Philippines,W,5,0,0,0,0,0,0,0,0,0,W,TKO,0,-115.4522623,32.6245389
13920,468,1021,Jorge Paez,Robert Lewis,10/30/87,"Mexicali, Baja California",10,7,7,3,7,7,3,2,4,0,2,4,0,10/27/65,orthodox,165,173,Mexico,11/4/62,0,0,0,USA,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-115.4522623,32.6245389
13918,468,1071,Jorge Paez,Martin Torres,12/18/87,"Mexicali, Baja California",0,8,10,3,8,10,3,0,5,1,0,5,1,10/27/65,orthodox,165,173,Mexico,,0,0,0,Mexico,W,4,0,0,0,0,0,0,0,0,0,W,KO,0,-115.4522623,32.6245389
13917,468,1110,Jorge Paez,Elpidio Infante,2/5/88,"Mexicali, Baja California",10,19,8,3,19,8,3,2,3,1,2,3,1,10/27/65,orthodox,165,173,Mexico,2/9/61,0,0,0,Mexico,W,7,0,0,0,0,0,0,0,0,0,W,RTD,10,-115.4522623,32.6245389
13934,468,2844,Jorge Paez,Efren Tineo,11/1/85,"Mexicali, Baja California",0,0,1,0,0,1,0,0,1,0,0,1,0,10/27/65,orthodox,165,173,Mexico,,0,0,0,Mexico,W,1,0,0,0,0,0,0,0,0,0,W,KO,0,-115.4522623,32.6245389
13937,468,2922,Jorge Paez,Jose Luis Luna,3/30/85,"Mexicali, Baja California",0,0,4,0,0,4,0,0,4,0,0,4,0,10/27/65,orthodox,165,173,Mexico,,0,0,0,Mexico,W,4,0,0,0,0,0,0,0,0,0,W,KO,0,-115.4522623,32.6245389
13931,468,520,Jorge Paez,Miguel Molina,7/28/86,"Tijuana, Baja California",6,2,1,0,2,1,0,2,1,0,2,1,0,10/27/65,orthodox,165,173,Mexico,9/29/65,0,0,0,Mexico,L,6,0,0,0,0,0,0,0,0,0,L,PTS,6,-117.0382471,32.5149469
13915,468,1166,Jorge Paez,Carlos Linares,4/4/88,"Tijuana, Baja California",0,22,14,0,22,14,0,3,3,0,3,3,0,10/27/65,orthodox,165,173,Mexico,,0,0,0,Mexico,W,3,0,0,0,0,0,0,0,0,0,W,KO,0,-117.0382471,32.5149469
13936,468,2930,Jorge Paez,Salvador Villavicensio,4/16/85,"Tijuana, Baja California",4,0,0,0,0,0,0,0,0,0,0,0,0,10/27/65,orthodox,165,173,Mexico,,0,0,0,0,L,4,0,0,0,0,0,0,0,0,0,L,PTS,4,-117.0382471,32.5149469
13913,468,1243,Jorge Paez,Martin Garcia,5/28/88,"Plaza de Toros, Tijuana, Baja California",0,12,12,0,12,12,0,1,5,0,1,5,0,10/27/65,orthodox,165,173,Mexico,,0,0,0,Mexico,W,6,0,0,0,0,0,0,0,0,0,W,KO,0,-117.1215363,32.5335248
13876,468,511,Jorge Paez,Genaro Hernandez,3/31/95,"Arrowhead Pond, Anaheim, California",10,31,0,1,31,0,1,5,0,1,5,0,1,10/27/65,orthodox,165,173,Mexico,5/10/66,orthodox,180,183,USA,L,8,0,0,0,0,0,0,0,0,0,L,TKO,10,-117.9145036,33.8352932
13872,468,1347,Jorge Paez,Paris Alexander,2/15/96,"Olympic Auditorium, Los Angeles, California",10,19,9,3,19,9,3,4,2,0,4,2,0,10/27/65,orthodox,165,173,Mexico,8/15/64,0,0,0,USA,W,5,1:57,0,0,0,0,0,0,0,0,W,TKO,10,-118.2436849,34.0522342
13906,468,774,Jorge Paez,Allan Makitoki,10/23/89,"Great Western Forum, Inglewood, California",10,31,16,1,31,16,1,2,4,0,2,4,0,10/27/65,orthodox,165,173,Mexico,8/6/62,0,0,0,Philippines,W,6,3:00,Larry Rozadilla,0,0,0,0,0,0,0,W,TKO,10,-118.3531311,33.9616801
13879,468,1155,Jorge Paez,Mauricio Aceves,4/11/94,"Great Western Forum, Inglewood, California",10,26,12,1,26,12,1,1,5,0,1,5,0,10/27/65,orthodox,165,173,Mexico,12/18/60,southpaw,0,0,Mexico,W,10,0,Lou Moret,Dick Young,Pat Russell,Larry Rozadilla,97-92,97-92,98-91,Paez lost one point in the 10th round for clowning.,W,UD,10,-118.3531311,33.9616801
13889,468,1547,Jorge Paez,Rafael Ruelas,11/6/92,"Great Western Forum, Inglewood, California",12,33,1,0,33,1,0,6,0,0,6,0,0,10/27/65,orthodox,165,173,Mexico,4/26/71,orthodox,180,180,USA,L,10,3:00,Marty Denkin,Larry Rozadilla,Lou Moret,Lou Tabat,90-97,90-97,90-98,"(supervisor:,Steve English,),Paez was knocked down twice in the 1st round. The ringside doctor stopped the bout after the 10th round.",L,RTD,12,-118.3531311,33.9616801
13858,468,2493,Jorge Paez,Jorge Ramirez,8/26/00,"Selland Arena, Fresno, California",10,66,12,3,66,12,3,2,4,0,2,4,0,10/27/65,orthodox,165,173,Mexico,1/23/65,orthodox,0,0,Mexico,W,5,0,Jon Schorle,0,0,0,0,0,0,0,W,TKO,10,-119.7826985,36.7329427
13851,468,657,Jorge Paez,Tom Johnson,2/22/02,"Palace Indian Gaming Center, Lemoore, California",10,51,9,2,51,9,2,4,2,0,4,2,0,10/27/65,orthodox,165,173,Mexico,7/15/64,orthodox,166,177,USA,W,2,2:51,Marcos Rosales,Raul Caiz Sr,Marty Denkin,Jack Reiss,0,0,0,0,W,TKO,10,-119.7829107,36.3007835
13895,468,555,Jorge Paez,Pernell Whitaker,10/5/91,"Reno-Sparks Convention Center, Reno, Nevada",12,26,1,0,26,1,0,6,0,0,6,0,0,10/27/65,orthodox,165,173,Mexico,1/2/64,southpaw,168,175,USA,L,12,0,Mills Lane,Keith MacDonald,Chuck Giampa,Patricia Morse Jarman,110-116,111-115,112-115,0,L,UD,12,-119.8138027,39.5296329
13904,468,2131,Jorge Paez,Lupe Gutierrez,12/9/89,"Lawlor Events Center, Reno, Nevada",12,22,2,0,22,2,0,5,1,0,5,1,0,10/27/65,orthodox,165,173,Mexico,12/13/63,orthodox,168,0,USA,W,6,2:01,Mills Lane,Keith MacDonald,Burt A. Clements,Paul Smith,48-47,49-46,47-47,Televised on NBC.  Paez had one point deducted for holding in the 6th round.,W,TKO,12,-119.8184102,39.5451361
13900,468,509,Jorge Paez,Tony Lopez,9/22/90,"Arco Arena, Sacramento, California",12,35,2,0,35,2,0,5,1,0,5,1,0,10/27/65,orthodox,165,173,Mexico,2/24/63,orthodox,168,183,USA,L,12,0,Robert Byrd,Rudy Ortega,Dave Nelson,Larry Rozadilla,111-117,111-117,111-117,0,L,UD,12,-121.5180614,38.649062
12845,5667,3282,Jorge Palomares,David Kamau,11/12/94,"Plaza Mexico, Mexico City, Distrito Federal",0,24,0,0,24,0,0,6,0,0,6,0,0,4/17/63,0,0,0,USA,8/4/65,orthodox,180,175,Kenya,L,2,0,0,0,0,0,0,0,0,0,L,TKO,0,-99.180028,19.382944
12840,5667,541,Jorge Palomares,Louie Espinoza,9/21/96,"Harrah's Laughlin, Laughlin, Nevada",10,50,10,2,50,10,2,4,2,0,4,2,0,4/17/63,0,0,0,USA,5/12/62,orthodox,173,0,USA,L,8,0:39,Richard Steele,0,0,0,0,0,0,0,L,KO,10,-114.5730208,35.1677771
12847,5667,1188,Jorge Palomares,Jeff Mayweather,3/31/94,"Silver Nugget, North Las Vegas, Nevada",10,23,5,2,23,5,2,1,4,1,1,4,1,4/17/63,0,0,0,USA,7/4/64,orthodox,0,0,USA,L,6,1:58,0,0,0,0,0,0,0,0,L,KO,10,-115.124781,36.198716
12857,5667,2875,Jorge Palomares,Adriano Arreola,3/8/90,"Great Western Forum, Inglewood, California",0,33,14,0,33,14,0,0,6,0,0,6,0,4/17/63,0,0,0,USA,2/14/62,0,0,0,USA,W,6,0,0,0,0,0,0,0,0,0,W,TD,0,-118.3531311,33.9616801
12852,5667,1371,Jorge Palomares,Gabriel Ruelas,1/30/92,"Country Club, Reseda, California",12,26,1,0,26,1,0,5,1,0,5,1,0,4/17/63,0,0,0,USA,7/23/70,orthodox,170,175,Mexico,L,12,0,0,Chuck Giampa,Vince Delgado,Rudy Jordan,107-120,107-120,110-119,0,L,UD,12,-118.5360517,34.2011141
5623,8524,2622,Jorge Parra,Cesar Zulueta,4/11/91,"Hyatt Tahoe, Incline Village, Nevada",10,11,17,2,11,17,2,2,3,1,2,3,1,9/15/67,orthodox,0,0,USA,9/3/59,0,0,0,USA,W,10,0,Norm Budden,Herb Santos,John McSweeny,Doug Tucker,0,0,0,0,W,PTS,10,-119.9526847,39.249683
5628,8524,1197,Jorge Parra,Ernesto Mota,8/3/90,"Hyatt Regency Hotel, Monterey, California",0,0,5,0,0,5,0,0,5,0,0,5,0,9/15/67,orthodox,0,0,USA,,0,0,0,0,W,4,0,0,0,0,0,0,0,0,0,W,KO,0,-121.8946761,36.6002378
5613,8524,1646,Jorge Parra,Jorge Fuentes Martinez,12/22/93,"Petaluma, California",0,14,9,0,14,9,0,1,5,0,1,5,0,9/15/67,orthodox,0,0,USA,2/24/68,0,0,0,Mexico,W,3,0,0,0,0,0,0,0,0,0,W,KO,0,-122.6366524,38.232417
15999,2493,634,Jorge Ramirez,Bruno Rabanales,10/14/87,"Navojoa, Sonora",10,21,6,2,21,6,2,2,3,1,2,3,1,1/23/65,orthodox,0,0,Mexico,11/9/58,orthodox,0,0,Mexico,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-109.4437493,27.0727573
16023,2493,2074,Jorge Ramirez,Fernando Segura,8/21/84,"Agua Prieta, Sonora",0,1,4,0,1,4,0,1,4,0,1,4,0,1/23/65,orthodox,0,0,Mexico,,0,0,0,Mexico,W,3,0,0,0,0,0,0,0,0,0,W,KO,0,-109.5489617,31.3277755
15995,2493,1071,Jorge Ramirez,Martin Torres,5/7/88,"Guaymas, Sonora",0,8,13,3,8,13,3,0,6,0,0,6,0,1/23/65,orthodox,0,0,Mexico,,0,0,0,Mexico,W,7,0,0,0,0,0,0,0,0,0,W,KO,0,-110.9089378,27.9178651
15979,2493,468,Jorge Ramirez,Jorge Paez,3/8/91,"Hermosillo, Sonora",10,36,3,3,36,3,3,4,1,1,4,1,1,1/23/65,orthodox,0,0,Mexico,10/27/65,orthodox,165,173,Mexico,L,10,0,0,0,0,0,0,0,0,0,L,PTS,10,-110.9559192,29.0729673
15982,2493,634,Jorge Ramirez,Bruno Rabanales,4/6/90,"Hermosillo, Sonora",12,24,12,3,24,12,3,3,2,1,3,2,1,1/23/65,orthodox,0,0,Mexico,11/9/58,orthodox,0,0,Mexico,D,12,0,0,0,0,0,0,0,0,0,D,PTS,12,-110.9559192,29.0729673
16004,2493,3214,Jorge Ramirez,Arturo Hernandez,3/21/86,"Caborca, Sonora",10,31,25,2,31,25,2,1,5,0,1,5,0,1/23/65,orthodox,0,0,Mexico,8/3/60,0,0,0,Mexico,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-112.1884767,30.696972
15981,2493,634,Jorge Ramirez,Bruno Rabanales,6/15/90,"Mexicali, Baja California",12,24,12,4,24,12,4,2,2,2,2,2,2,1/23/65,orthodox,0,0,Mexico,11/9/58,orthodox,0,0,Mexico,W,12,0,0,0,0,0,0,0,0,0,W,SD,12,-115.4522623,32.6245389
15967,2493,511,Jorge Ramirez,Genaro Hernandez,1/31/94,"Great Western Forum, Inglewood, California",12,29,0,1,29,0,1,5,0,1,5,0,1,1/23/65,orthodox,0,0,Mexico,5/10/66,orthodox,180,183,USA,L,8,2:35,Larry Rozadilla,Lou Moret,Francisco Burac,Angel C. Tovar,63-70,64-70,64-70,0,L,TKO,12,-118.3531311,33.9616801
15970,2493,3280,Jorge Ramirez,Ben Lopez,12/7/92,"Great Western Forum, Inglewood, California",10,19,10,0,19,10,0,3,3,0,3,3,0,1/23/65,orthodox,0,0,Mexico,11/11/61,orthodox,178,0,USA,L,4,0,Lou Moret,0,0,0,0,0,0,0,L,KO,10,-118.3531311,33.9616801
15963,2493,1362,Jorge Ramirez,Kevin Kelley,12/17/98,"Country Club, Reseda, California",0,48,3,2,48,3,2,4,2,0,4,2,0,1/23/65,orthodox,0,0,Mexico,6/29/67,southpaw,170,180,USA,L,9,0,0,0,0,0,0,0,0,0,L,KO,0,-118.5360517,34.2011141
15962,2493,468,Jorge Ramirez,Jorge Paez,8/26/00,"Selland Arena, Fresno, California",10,64,14,4,64,14,4,4,2,0,4,2,0,1/23/65,orthodox,0,0,Mexico,10/27/65,orthodox,165,173,Mexico,L,5,0,Jon Schorle,0,0,0,0,0,0,0,L,TKO,10,-119.7826985,36.7329427
3246,1802,1830,Jorge Rodriguez,Jorge Cazares,3/4/88,"Phoenix, Arizona",10,12,3,1,12,3,1,4,2,0,4,2,0,12/31/66,0,0,0,USA,11/8/65,0,0,0,USA,L,10,0,0,0,0,0,0,0,0,0,L,PTS,10,-112.0740373,33.4483771
3223,1802,1188,Jorge Rodriguez,Jeff Mayweather,3/13/91,"Hacienda Hotel, Las Vegas, Nevada",8,14,0,1,14,0,1,6,0,0,6,0,0,12/31/66,0,0,0,USA,7/4/64,orthodox,0,0,USA,L,8,0,0,0,0,0,0,0,0,0,L,UD,8,-115.174443,36.091639
3241,1802,1230,Jorge Rodriguez,Willie Garcia,10/18/88,"El Cortez Hotel, San Diego, California",5,0,10,0,0,10,0,0,6,0,0,6,0,12/31/66,0,0,0,USA,,0,160,0,USA,W,5,0,0,0,0,0,0,0,0,0,W,UD,5,-117.1610838,32.715738
3220,1802,3280,Jorge Rodriguez,Ben Lopez,3/27/92,"Arena, San Bernardino, California",10,18,9,0,18,9,0,3,3,0,3,3,0,12/31/66,0,0,0,USA,11/11/61,orthodox,178,0,USA,L,10,0,0,0,0,0,0,0,0,0,L,UD,10,-117.636249,34.4531496
3236,1802,2102,Jorge Rodriguez,Javier Macias,5/13/89,"Lancaster, California",10,9,4,0,9,4,0,5,1,0,5,1,0,12/31/66,0,0,0,USA,,0,0,0,USA,L,10,0,0,0,0,0,0,0,0,0,L,UD,10,-118.1541632,34.6867846
3248,1802,1230,Jorge Rodriguez,Willie Garcia,10/9/87,"Sports Arena, Los Angeles, California",6,0,7,0,0,7,0,0,6,0,0,6,0,12/31/66,0,0,0,USA,,0,160,0,USA,W,6,0,Rudy Jordan,0,0,0,0,0,0,0,W,UD,6,-118.2846021,34.0127453
3235,1802,1371,Jorge Rodriguez,Gabriel Ruelas,5/30/89,"Country Club, Reseda, California",6,10,0,0,10,0,0,6,0,0,6,0,0,12/31/66,0,0,0,USA,7/23/70,orthodox,170,175,Mexico,L,6,0,0,Dick Young,Larry Rozadilla,Kenny Davis,54-60,54-60,55-59,0,L,UD,6,-118.5360517,34.2011141
3240,1802,1503,Jorge Rodriguez,Simon Contreras,10/25/88,"Country Club, Reseda, California",8,4,4,2,4,4,2,4,2,0,4,2,0,12/31/66,0,0,0,USA,,0,0,0,Mexico,W,8,0,0,0,0,0,0,0,0,Contreras fought as Kid Melo,W,UD,8,-118.5360517,34.2011141
3227,1802,1618,Jorge Rodriguez,Kennedy McKinney,6/26/90,"Country Club, Reseda, California",8,9,0,1,9,0,1,5,0,1,5,0,1,12/31/66,0,0,0,USA,1/10/66,orthodox,170,173,USA,L,8,0,0,0,0,0,0,0,0,0,L,PTS,8,-118.5360517,34.2011141
3234,1802,3242,Jorge Rodriguez,Conrad Lugo,6/16/89,"Merced, California",10,3,0,0,3,0,0,3,0,0,3,0,0,12/31/66,0,0,0,USA,2/16/69,0,0,0,USA,L,10,0,0,0,0,0,0,0,0,0,L,UD,10,-120.4829677,37.3021632
3224,1802,483,Jorge Rodriguez,Hector Lizarraga,11/28/90,"Oakland, California",8,16,7,3,16,7,3,6,0,0,6,0,0,12/31/66,0,0,0,USA,9/1/66,orthodox,0,0,Mexico,L,8,0,0,0,0,0,0,0,0,0,L,PTS,8,-122.2711137,37.8043637
4214,17952,727,Jorge Urbina Diaz,Alejandro Mayorga,2/17/84,"Guadalajara, Jalisco",10,0,1,0,0,1,0,0,1,0,0,1,0,1/2/66,0,0,0,USA,,0,0,0,Mexico,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-103.3496092,20.6596988
4202,17952,1243,Jorge Urbina Diaz,Martin Garcia,10/18/85,"Guadalajara, Jalisco",10,11,8,0,11,8,0,1,5,0,1,5,0,1/2/66,0,0,0,USA,,0,0,0,Mexico,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-103.3496092,20.6596988
4192,17952,1802,Jorge Urbina Diaz,Jorge Rodriguez,2/12/87,"Civic Auditorium, San Jose, California",10,3,4,1,3,4,1,1,4,1,1,4,1,1/2/66,0,0,0,USA,12/31/66,0,0,0,USA,W,10,0,0,0,0,0,0,0,0,0,W,UD,10,-121.8863286,37.3382082
4190,17952,2481,Jorge Urbina Diaz,Harold Petty,8/7/87,"Civic Auditorium, San Jose, California",10,29,4,0,29,4,0,6,0,0,6,0,0,1/2/66,0,0,0,USA,10/13/60,southpaw,165,0,USA,W,10,0,0,0,0,0,0,0,0,0,W,UD,10,-121.8863286,37.3382082
4195,17952,2875,Jorge Urbina Diaz,Adriano Arreola,10/2/86,"San Jose, California",10,33,11,0,33,11,0,2,4,0,2,4,0,1/2/66,0,0,0,USA,2/14/62,0,0,0,USA,W,10,0,0,0,0,0,0,0,0,0,W,PTS,10,-121.8863286,37.3382082
4198,17952,3025,Jorge Urbina Diaz,Edward Rodriquez,7/3/86,"San Jose, California",8,13,1,0,13,1,0,6,0,0,6,0,0,1/2/66,0,0,0,USA,2/21/66,southpaw,177,0,USA,W,8,0,0,0,0,0,0,0,0,0,W,PTS,8,-121.8863286,37.3382082
4196,17952,3091,Jorge Urbina Diaz,Alex Madrid,9/4/86,"San Jose, California",0,11,3,1,11,3,1,5,1,0,5,1,0,1/2/66,0,0,0,USA,11/21/61,0,0,0,USA,W,1,0,0,0,0,0,0,0,0,0,W,KO,0,-121.8863286,37.3382082
13196,16863,1371,Jose Alfonso Rodriguez,Gabriel Ruelas,8/7/99,"Miami, Florida",10,45,5,0,45,5,0,4,2,0,4,2,0,4/10/70,orthodox,170,178,Nicaragua,7/23/70,orthodox,170,175,Mexico,L,10,0,0,0,0,0,0,0,0,0,L,UD,10,-80.1917902,25.7616798
15939,6724,468,Jose Antonio Ocampo,Jorge Paez,4/8/00,"Blancas Bazaar, Imperial Beach, California",10,62,14,4,62,14,4,3,3,0,3,3,0,,0,0,0,0,10/27/65,orthodox,165,173,Mexico,L,2,0,0,0,0,0,0,0,0,0,L,KO,10,-117.1130849,32.5839444
1275,323615,483,Jose Gonzalez,Hector Lizarraga,9/12/86,"Stanislaus County Fairgrounds, Turlock, California",6,3,4,1,3,4,1,2,4,0,2,4,0,,0,0,0,USA,9/1/66,orthodox,0,0,Mexico,L,6,0,0,0,0,0,0,0,0,0,L,PTS,6,-120.8465941,37.4946568
16486,45580,1347,Jose Herrera,Paris Alexander,7/17/96,"Coeur d'Alene Casino, Worley, Idaho",12,20,10,3,20,10,3,4,2,0,4,2,0,7/3/65,0,0,0,Mexico,8/15/64,0,0,0,USA,L,11,0,0,0,0,0,0,0,0,0,L,KO,12,-116.9171246,47.400736
15888,8837,352,Jose Luis Castillo,Floyd Mayweather Jr,4/20/02,"MGM Grand, Las Vegas, Nevada",12,27,0,0,27,0,0,6,0,0,6,0,0,12/14/73,orthodox,171,175,Mexico,2/24/77,orthodox,173,183,USA,L,12,0,Vic Drakulich,Anek Hongtongkam,John Keane,Jerry Roth,111-116,111-115,111-115,0,L,UD,12,-115.1723452,36.1035315
15896,8837,468,Jose Luis Castillo,Jorge Paez,10/16/99,"Plaza Calafia, Mexicali, Baja California",12,62,13,4,62,13,4,4,2,0,4,2,0,12/14/73,orthodox,171,175,Mexico,10/27/65,orthodox,165,173,Mexico,W,5,1:04,0,0,0,0,0,0,0,0,W,KO,12,-115.4717911,32.640074
14267,2922,468,Jose Luis Luna,Jorge Paez,3/30/85,"Mexicali, Baja California",0,3,0,0,3,0,0,3,0,0,3,0,0,,0,0,0,Mexico,10/27/65,orthodox,165,173,Mexico,L,4,0,0,0,0,0,0,0,0,0,L,KO,0,-115.4522623,32.6245389
3437,8791,453,Jose Luis Madrid,Tracy Harris Patterson,3/29/95,"Lexington Avenue Armory, New York, New York",0,51,3,1,51,3,1,5,1,0,5,1,0,11/9/67,orthodox,0,0,Mexico,12/26/64,orthodox,166,171,USA,L,3,0,0,0,0,0,0,0,0,0,L,KO,0,-73.9838665,40.7412405
3442,8791,483,Jose Luis Madrid,Hector Lizarraga,9/17/93,"San Jose, California",0,24,8,5,24,8,5,5,0,1,5,0,1,11/9/67,orthodox,0,0,Mexico,9/1/66,orthodox,0,0,Mexico,L,5,0,0,0,0,0,0,0,0,0,L,KO,0,-121.8863286,37.3382082
4342,8788,1618,Jose Luis Martinez,Kennedy McKinney,7/29/90,"Veteran's Memorial Coliseum, Phoenix, Arizona",6,10,0,1,10,0,1,6,0,0,6,0,0,7/9/70,orthodox,168,168,USA,1/10/66,orthodox,170,173,USA,L,6,0,Al Munoz,Robert Cox,Tom Dunlavey,Howard Richey,56-58,56-58,56-58,0,L,UD,6,-112.096667,33.469444
4343,8788,1503,Jose Luis Martinez,Simon Contreras,5/23/90,"Los Angeles, California",0,4,11,2,4,11,2,0,6,0,0,6,0,7/9/70,orthodox,168,168,USA,,0,0,0,Mexico,W,4,0,0,0,0,0,0,0,0,0,W,KO,0,-118.2436849,34.0522342
4331,8788,503,Jose Luis Martinez,Manuel Medina,9/26/94,"Great Western Forum, Inglewood, California",12,48,5,0,48,5,0,4,2,0,4,2,0,7/9/70,orthodox,168,168,USA,3/30/71,orthodox,173,178,Mexico,L,12,0,0,Neffie Quintana,0,0,114-116,0,0,0,L,UD,12,-118.3531311,33.9616801
4338,8788,541,Jose Luis Martinez,Louie Espinoza,8/12/91,"Great Western Forum, Inglewood, California",12,41,4,2,41,4,2,5,0,1,5,0,1,7/9/70,orthodox,168,168,USA,5/12/62,orthodox,173,0,USA,W,8,2:59,Larry Rozadilla,Dick Young,Lou Moret,Chuck Giampa,0,0,0,"(supervisor:,Carl Bedford,)",W,KO,12,-118.3531311,33.9616801
4340,8788,1802,Jose Luis Martinez,Jorge Rodriguez,9/22/90,"Great Western Forum, Inglewood, California",8,10,22,2,10,22,2,1,5,0,1,5,0,7/9/70,orthodox,168,168,USA,12/31/66,0,0,0,USA,W,8,0,0,0,0,0,0,0,0,0,W,UD,8,-118.3531311,33.9616801
4344,8788,1802,Jose Luis Martinez,Jorge Rodriguez,4/16/90,"Great Western Forum, Inglewood, California",6,9,20,2,9,20,2,0,6,0,0,6,0,7/9/70,orthodox,168,168,USA,12/31/66,0,0,0,USA,W,6,0,0,0,0,0,0,0,0,0,W,PTS,6,-118.3531311,33.9616801
4341,8788,2875,Jose Luis Martinez,Adriano Arreola,8/6/90,"Great Western Forum, Inglewood, California",8,33,15,0,33,15,0,0,6,0,0,6,0,7/9/70,orthodox,168,168,USA,2/14/62,0,0,0,USA,W,8,0,0,0,0,0,0,0,0,0,W,PTS,8,-118.3531311,33.9616801
